ExperimentName,Site,NDARGUID,Version,SessionDate,Happy_HR,Happy_FA,Happy_Pr,Happy_Br,Happy_Miss,Happy_CR,Happy_dprime,Fear_HR,Fear_FA,Fear_Pr,Fear_Br,Fear_Miss,Fear_CR,Fear_dprime,Neut_HR,Neut_FA,Neut_Pr,Neut_Br,Neut_Miss,Neut_CR,Neut_dprime,Place_HR,Place_FA,Place_Pr,Place_Br,Place_Miss,Place_CR,Place_dprime,Happy0back_HR,Fear0back_HR,Neut0back_HR,Place0back_HR,Happy2back_HR,Fear2back_HR,Neut2back_HR,Place2back_HR,Happy_TargetHR,Happy_LureHR,Happy_NonlureHR,Fear_TargetHR,Fear_LureHR,Fear_NonlureHR,Neut_TargetHR,Neut_LureHR,Neut_NonlureHR,Place_TargetHR,Place_LureHR,Place_NonlureHR,ThreeExposure0backTargetStim,TwoExposure2backTargetStim,TwoExposure0backLureStim,TwoExposure2backLureStim,OneExposure0backStim,OneExposure2backStim,
Emo_Nback_RecMem_20160815,CUB,UY1UGEA3,3.000,14-Oct-2016,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,CUB,VL1JXMTC,3.000,08-Oct-2016,0.250,0.667,-0.417,-0.029,0.750,0.333,-1.105,0.667,0.500,0.167,0.100,0.333,0.500,0.431,0.500,0.583,-0.083,0.038,0.500,0.417,-0.210,0.500,0.500,0.000,0.000,0.500,0.500,0.000,0.167,0.667,0.667,0.500,0.333,0.667,0.333,0.500,0.333,0.167,0.300,0.500,0.833,0.700,0.286,0.800,0.556,0.500,0.500,0.500,0.333,0.667,0.667,0.444, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,CUB,VT3K0T1N,2.000,02-Oct-2016,0.333,0.167,0.167,-0.300,0.667,0.833,0.537,0.167,0.167,0.000,-0.333,0.833,0.833,0.000,0.417,0.167,0.250,-0.278,0.583,0.833,0.757,0.000,0.083,-0.083,-0.423,1.000,0.917,-1.179,0.167,0.000,0.333,0.000,0.500,0.333,0.500,0.000,0.333,0.333,0.400,0.333,0.000,0.200,0.500,0.333,0.400,0.000,0.000,0.000,0.125,0.500,0.125,0.250, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,CUB,XMWLDC53,1.000,22-Oct-2016,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,5MYF77YV,3.000,08-Oct-2016,0.750,0.250,0.500,0.000,0.250,0.750,1.349,0.500,0.083,0.417,-0.357,0.500,0.917,1.383,0.667,0.417,0.250,0.056,0.333,0.583,0.641,0.583,0.000,0.583,-0.500,0.417,1.000,2.773,0.500,0.500,0.500,0.833,1.000,0.500,0.833,0.333,0.667,0.833,0.900,0.667,0.333,0.400,0.714,0.600,0.667,0.667,0.500,0.500,0.667,0.778,0.556,0.556, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,1415W413,3.000,08-Oct-2016,0.417,0.167,0.250,-0.278,0.583,0.833,0.757,0.500,0.500,0.000,0.000,0.500,0.500,0.000,0.333,0.333,0.000,-0.167,0.667,0.667,0.000,0.667,0.000,0.667,-0.500,0.333,1.000,2.993,0.167,0.833,0.500,0.500,0.667,0.167,0.167,0.833,0.500,0.333,0.500,0.500,0.500,0.400,0.286,0.400,0.333,0.833,0.500,0.600,0.556,0.667,0.667,0.444, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,1ZD6AF6H,3.000,21-Oct-2016,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,1.000,-1.000,0.000,1.000,0.000,-5.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,3LA2YW3R,2.000,22-Oct-2016,0.250,0.000,0.250,-0.500,0.750,1.000,1.888,0.250,0.083,0.167,-0.400,0.750,0.917,0.709,0.417,0.333,0.083,-0.136,0.583,0.667,0.220,0.417,0.167,0.250,-0.278,0.583,0.833,0.757,0.167,0.167,0.500,0.333,0.333,0.333,0.333,0.500,0.500,0.000,0.200,0.000,0.500,0.300,0.167,0.667,0.400,0.333,0.500,0.500,0.250,0.375,0.125,0.750, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,5AF8JW1F,4.000,22-Oct-2016,0.500,0.083,0.417,-0.357,0.500,0.917,1.383,0.583,0.250,0.333,-0.125,0.417,0.750,0.885,0.250,0.417,-0.167,-0.143,0.750,0.583,-0.464,0.333,0.250,0.083,-0.227,0.667,0.750,0.244,0.500,0.500,0.167,0.333,0.500,0.667,0.333,0.333,0.500,0.500,0.400,0.667,0.500,0.600,0.333,0.167,0.300,0.500,0.167,0.333,0.500,0.500,0.375,0.375, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,5RCURZX7,3.000,19-Oct-2016,0.417,0.250,0.167,-0.200,0.583,0.750,0.464,0.500,0.083,0.417,-0.357,0.500,0.917,1.383,0.500,0.167,0.333,-0.250,0.500,0.833,0.967,0.250,0.083,0.167,-0.400,0.750,0.917,0.709,0.667,0.500,0.333,0.333,0.167,0.500,0.667,0.167,0.500,0.333,0.300,0.667,0.333,0.500,0.429,0.600,0.556,0.333,0.167,0.200,0.556,0.556,0.333,0.333, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,5VJHAFVK,2.000,07-Oct-2016,0.750,0.417,0.333,0.125,0.250,0.583,0.885,0.500,0.750,-0.250,0.100,0.500,0.250,-0.674,0.500,0.750,-0.250,0.100,0.500,0.250,-0.674,0.417,0.333,0.083,-0.136,0.583,0.667,0.220,0.500,0.333,0.500,0.333,1.000,0.667,0.500,0.500,0.833,0.667,0.800,0.500,0.500,0.500,0.833,0.167,0.400,0.500,0.333,0.400,0.625,0.875,0.125,0.500, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,D66M522R,2.000,22-Oct-2016,0.667,0.000,0.667,-0.500,0.333,1.000,2.993,0.750,0.083,0.667,-0.250,0.250,0.917,2.057,0.667,0.333,0.333,-0.000,0.333,0.667,0.861,0.667,0.083,0.583,-0.300,0.333,0.917,1.814,0.667,0.833,0.500,0.667,0.667,0.667,0.833,0.667,0.833,0.500,0.600,1.000,0.500,0.700,1.000,0.333,0.600,0.500,0.833,0.800,0.750,0.750,0.625,0.250, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,DULBXX1K,4.000,29-Sep-2016,0.833,0.917,-0.083,0.346,0.167,0.083,-0.416,0.667,0.417,0.250,0.056,0.333,0.583,0.641,0.667,0.667,0.000,0.167,0.333,0.333,0.000,0.083,0.167,-0.083,-0.346,0.917,0.833,-0.416,0.833,0.833,0.667,0.167,0.833,0.500,0.667,0.000,1.000,0.667,0.800,0.833,0.500,0.600,0.833,0.500,0.600,0.000,0.167,0.000,0.750,0.625,0.625,0.250, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,EJHM574R,2.000,08-Oct-2016,0.583,0.083,0.500,-0.333,0.417,0.917,1.593,0.333,0.167,0.167,-0.300,0.667,0.833,0.537,0.167,0.000,0.167,-0.500,0.833,1.000,1.595,0.333,0.083,0.250,-0.389,0.667,0.917,0.952,0.333,0.500,0.333,0.333,0.833,0.167,0.000,0.333,1.000,0.167,0.500,0.333,0.333,0.300,0.333,0.000,0.000,0.333,0.333,0.300,0.750,0.500,0.250,0.125, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,FTCMGAD3,4.000,19-Oct-2016,0.167,0.583,-0.417,-0.088,0.833,0.417,-1.178,0.417,0.417,0.000,-0.083,0.583,0.583,0.000,0.333,0.500,-0.167,-0.071,0.667,0.500,-0.431,0.333,0.500,-0.167,-0.071,0.667,0.500,-0.431,0.167,0.333,0.500,0.167,0.167,0.500,0.167,0.500,0.167,0.167,0.100,0.333,0.500,0.500,0.167,0.500,0.300,0.500,0.167,0.333,0.375,0.250,0.250,0.625, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,G6JBZCCD,1.000,21-Oct-2016,0.500,0.417,0.083,-0.045,0.500,0.583,0.210,0.417,0.667,-0.250,0.033,0.583,0.333,-0.641,0.583,0.250,0.333,-0.125,0.417,0.750,0.885,0.667,0.083,0.583,-0.300,0.333,0.917,1.814,0.833,0.333,0.667,1.000,0.167,0.500,0.500,0.333,0.500,0.500,0.400,0.667,0.167,0.400,0.667,0.500,0.500,0.500,0.833,0.600,0.875,0.375,0.625,0.375, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,GGJJVCTG,3.000,27-Sep-2016,0.500,0.250,0.250,-0.167,0.500,0.750,0.674,0.417,0.250,0.167,-0.200,0.583,0.750,0.464,0.667,0.250,0.417,-0.071,0.333,0.750,1.105,0.417,0.083,0.333,-0.375,0.583,0.917,1.173,0.833,0.500,0.500,0.333,0.167,0.333,0.833,0.500,0.500,0.500,0.400,0.333,0.500,0.400,0.857,0.400,0.667,0.833,0.000,0.300,0.778,0.778,0.222,0.444, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,KD2D4HP2,2.000,22-Oct-2016,0.333,0.417,-0.083,-0.115,0.667,0.583,-0.220,0.250,0.333,-0.083,-0.192,0.750,0.667,-0.244,0.500,0.417,0.083,-0.045,0.500,0.583,0.210,0.500,0.000,0.500,-0.500,0.500,1.000,2.562,0.500,0.333,0.500,0.667,0.167,0.167,0.500,0.333,0.500,0.167,0.200,0.333,0.167,0.200,0.833,0.167,0.400,0.333,0.667,0.500,0.750,0.750,0.375,0.125, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,MXNTYPJU,1.000,24-Sep-2016,0.833,0.333,0.500,0.167,0.167,0.667,1.398,0.500,0.417,0.083,-0.045,0.500,0.583,0.210,0.417,0.417,0.000,-0.083,0.583,0.583,0.000,0.583,0.417,0.167,0.000,0.417,0.583,0.421,0.833,0.333,0.500,0.500,0.833,0.667,0.333,0.667,0.833,0.833,0.800,0.333,0.667,0.600,0.500,0.333,0.400,0.500,0.667,0.700,0.375,0.875,0.625,0.500, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,NGL4MWJ6,1.000,26-Oct-2016,0.500,0.417,0.083,-0.045,0.500,0.583,0.210,0.333,0.250,0.083,-0.227,0.667,0.750,0.244,0.417,0.167,0.250,-0.278,0.583,0.833,0.757,0.167,0.417,-0.250,-0.167,0.833,0.583,-0.757,0.833,0.167,0.333,0.333,0.167,0.500,0.500,0.000,0.333,0.667,0.500,0.333,0.333,0.400,0.500,0.333,0.400,0.333,0.000,0.000,0.500,0.250,0.250,0.000, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,P6NAG8DY,2.000,08-Oct-2016,0.083,0.000,0.083,-0.500,0.917,1.000,1.179,0.083,0.000,0.083,-0.500,0.917,1.000,1.179,0.167,0.000,0.167,-0.500,0.833,1.000,1.595,0.000,0.000,0.000,-0.500,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.333,0.000,0.000,0.167,0.100,0.167,0.000,0.100,0.333,0.000,0.200,0.000,0.000,0.000,0.000,0.125,0.000,0.125, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,P9NTMNTN,2.000,24-Sep-2016,0.583,0.083,0.500,-0.333,0.417,0.917,1.593,0.417,0.000,0.417,-0.500,0.583,1.000,2.352,0.583,0.083,0.500,-0.333,0.417,0.917,1.593,0.417,0.000,0.417,-0.500,0.583,1.000,2.352,0.833,0.667,0.667,0.667,0.333,0.167,0.500,0.167,0.500,0.667,0.500,0.333,0.500,0.400,0.500,0.667,0.500,0.500,0.333,0.300,0.875,0.125,0.625,0.375, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,RBTUEV72,2.000,24-Sep-2016,0.417,0.000,0.417,-0.500,0.583,1.000,2.352,0.333,0.083,0.250,-0.389,0.667,0.917,0.952,0.583,0.000,0.583,-0.500,0.417,1.000,2.773,0.833,0.083,0.750,-0.167,0.167,0.917,2.350,0.667,0.333,0.667,1.000,0.167,0.333,0.500,0.667,0.500,0.333,0.300,0.333,0.333,0.300,0.667,0.500,0.500,0.833,0.833,0.800,0.875,0.500,0.875,0.250, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,TM382X5A,4.000,10-Sep-2016,0.333,0.417,-0.083,-0.115,0.667,0.583,-0.220,0.667,0.500,0.167,0.100,0.333,0.500,0.431,0.750,0.333,0.417,0.071,0.250,0.667,1.105,0.667,0.667,0.000,0.167,0.333,0.333,0.000,0.333,0.667,0.833,0.500,0.333,0.667,0.667,0.833,0.500,0.167,0.200,0.667,0.667,0.700,0.833,0.667,0.700,0.667,0.667,0.667,0.750,0.500,0.375,0.500, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,UY8GTG7G,1.000,07-Oct-2016,0.083,0.083,0.000,-0.417,0.917,0.917,0.000,0.500,0.167,0.333,-0.250,0.500,0.833,0.967,0.000,0.167,-0.167,-0.357,1.000,0.833,-1.595,0.333,0.083,0.250,-0.389,0.667,0.917,0.952,0.167,0.667,0.000,0.333,0.000,0.333,0.000,0.333,0.000,0.167,0.100,0.667,0.333,0.400,0.000,0.000,0.000,0.167,0.500,0.400,0.250,0.000,0.625,0.250, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,VAMKAM75,1.000,19-Oct-2016,0.333,0.250,0.083,-0.227,0.667,0.750,0.244,0.333,0.333,0.000,-0.167,0.667,0.667,0.000,0.250,0.417,-0.167,-0.143,0.750,0.583,-0.464,0.500,0.250,0.250,-0.167,0.500,0.750,0.674,0.333,0.333,0.167,0.500,0.333,0.333,0.333,0.500,0.333,0.333,0.300,0.333,0.333,0.300,0.500,0.000,0.200,0.500,0.500,0.500,0.500,0.250,0.125,0.375, NaN, NaN,

ABCD_Emo_Nback_RecMem_CDbox_20160815,LIBR,XVT1UD9C,1.000,24-Sep-2016,0.333,0.500,-0.167,-0.071,0.667,0.500,-0.431,0.167,0.500,-0.333,-0.125,0.833,0.500,-0.967,0.250,0.417,-0.167,-0.143,0.750,0.583,-0.464,0.750,0.917,-0.167,0.286,0.250,0.083,-0.709,0.333,0.333,0.333,1.000,0.333,0.000,0.167,0.500,0.333,0.333,0.400,0.167,0.167,0.100,0.000,0.500,0.300,0.667,0.833,0.700,0.375,0.375,0.500,0.375, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,OAHU,AANNNAAA,1.000,05-Oct-2016,0.167,0.000,0.167,-0.500,0.833,1.000,1.595,0.000,0.167,-0.167,-0.357,1.000,0.833,-1.595,0.167,0.000,0.167,-0.500,0.833,1.000,1.595,0.167,0.167,0.000,-0.333,0.833,0.833,0.000,0.167,0.000,0.167,0.167,0.167,0.000,0.167,0.167,0.333,0.000,0.100,0.000,0.000,0.000,0.333,0.000,0.100,0.333,0.000,0.100,0.375,0.000,0.000,0.000, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,OAHU,TEST5DDD,3.000,16-Oct-2016,0.750,0.250,0.500,0.000,0.250,0.750,1.349,0.250,0.583,-0.333,-0.062,0.750,0.417,-0.885,0.583,0.333,0.250,-0.056,0.417,0.667,0.641,0.250,0.000,0.250,-0.500,0.750,1.000,1.888,0.667,0.167,0.833,0.167,0.833,0.333,0.333,0.333,0.833,0.667,0.800,0.333,0.167,0.300,0.714,0.400,0.444,0.333,0.167,0.200,0.556,0.556,0.222,0.222, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,OAHU,TEST5F11,1.000,30-Oct-2016,0.000,0.000,0.000,-0.500,1.000,1.000,0.000,0.333,0.083,0.250,-0.389,0.667,0.917,0.952,0.167,0.000,0.167,-0.500,0.833,1.000,1.595,0.667,0.000,0.667,-0.500,0.333,1.000,2.993,0.000,0.167,0.167,0.667,0.000,0.500,0.167,0.667,0.000,0.000,0.000,0.500,0.167,0.300,0.167,0.167,0.200,0.500,0.833,0.700,0.250,0.500,0.250,0.375, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,OAHU,TEST6B11,2.000,19-Oct-2016,0.667,0.167,0.500,-0.167,0.333,0.833,1.398,0.500,0.500,0.000,0.000,0.500,0.500,0.000,0.500,0.333,0.167,-0.100,0.500,0.667,0.431,0.583,0.000,0.583,-0.500,0.417,1.000,2.773,0.500,0.333,0.667,0.667,0.833,0.667,0.333,0.500,0.833,0.500,0.600,0.667,0.333,0.500,0.667,0.333,0.400,0.500,0.667,0.600,0.750,0.750,0.500,0.375, NaN, NaN,

